Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ABR^B,Arbor Realty Trust,25.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,26.2569,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c
ABRN,Arbor Realty Trust,25.29,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
ARC,"ARC Document Solutions, Inc.",2.65,123111794.7,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,Arc Logistic Partners LP,16.34,319489663.7,n/a,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,28,28548901444,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARH^C,Arch Capital Group Ltd.,25.4301,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ARCH,"Arch Coal, Inc.",78.79,1728241868,n/a,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,39.42,22045647299,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",9.75,692402704.5,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,Arconic Inc.,23.85,11479581621,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc
ARCO,Arcos Dorados Holdings Inc.,10.1,2131832331,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ARD,Ardagh Group S.A.,19.73,4662199000,n/a,2017,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,8.65,290429026.5,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.72,205760000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,13.16,376243978.9,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",16.28,373834774.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,18.55,3940089563,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",59.3,921742536.7,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",233.82,17092392580,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,11.47,322774069.9,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,24.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ai^b
AIC,Arlington Asset Investment Corp,24.3703,0,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.39,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",15.05,676296612.6,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",24.56,1028293553,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",16.52,424980403.1,n/a,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,50.4,2660905951,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",77.63,6829343990,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,65.97,11927310030,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,36.65,2769634819,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,11.08,213733200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,61.75,1285493099,n/a,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",9.2,293782109.6,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",20.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,6.44,627359651.8,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,25.58,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,24.93,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,24.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,24.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^h
ASH,Ashland Global Holdings Inc.,70.76,4415587880,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",14.4679,149656999.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",12.47,43230784.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",4.86,114876378.9,n/a,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,41,2435700243,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^C,Aspen Insurance Holdings Limited,27.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,25.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,24.45,3695979433,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,27.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",34.45,816520636.8,n/a,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",98.62,5306910544,n/a,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,36.59,4297636335,n/a,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,26.087,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,33.46,84717294901,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,22.03,1331009531,n/a,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home
T,AT&T Inc.,34.51,2.11857E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,25.52,0,n/a,2017,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tbb
ATTO,Atento S.A.,9.2,679963315.2,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,49.24,9845853234,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,19.56,1253465045,n/a,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.35,270748143.6,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,89.33,9479048295,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,4.24,4080679927,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,61,7207900300,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",121.19,10537851400,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",51.72,4719128560,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",629.43,17304616864,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",184.37,25459259854,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",51.44,15895231192,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,13.9,181729600.8,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,108.29,9533458291,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,7.68,957107796.5,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,51.92,3344434951,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AVT,"Avnet, Inc.",39.6,4788726505,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",1.94,853595520.5,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,18.05,3037887669,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,33.32,8117765894,n/a,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,51.71,4300149925,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,25.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AZUL,Azul S.A.,24.68,2765115536,n/a,2017,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,14.7,381980337.9,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,44.75,1161769204,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",36.35,2417141705,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,4.48,197340089,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,19.84,397947724.2,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",44.6,1298414467,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHGE,"Baker Hughes, a GE company",30.91,35400815143,n/a,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,23.09,1318764153,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,39.98,13995224687,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",20.55,1038530254,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",26.3585,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",26.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.53,56877072527,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,10.31,62737108919,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,9.5688,58226852359,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,90,15083298090,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.87,1136454905,n/a,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,9.2,68952666000,n/a,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,30.73,14477373661,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",6.45,1.04078E+11,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",26.0236,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",26.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",25.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,38.71,9308080793,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,31.25,2822805375,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,26.62,2.77663E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,26.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,27.28,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,23.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,26.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1316,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.81,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,27.04,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,21.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,21.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,23.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,80.13,3403813664,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,77.56,50238892323,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),37.5,2050319700,n/a,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),52.47,53730452862,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.37,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),66.26,79418757205,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",34.6,3695989404,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,9.76,41588456682,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,26.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,15.47,307935315.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.8,154518778.4,n/a,1988,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",5.52,256779139.2,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",7.45,541086534.3,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",63.39,3398374032,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",22.05,1174851430,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,14.07,16409325292,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",20.7,538782684.3,n/a,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,63.88,34803863241,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,3.05,718125232.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,46.82,36937283655,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.78,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,21.63,3955189513,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,7.56,775111120.6,n/a,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",48.38,43563789094,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",20.5,687007992.5,n/a,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",220.31,50134838320,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",59.1,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,83.62,3526580849,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,112.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,2.14,105668975.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,12.4,1492760062,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",45.95,4172490531,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",30.5,1516553117,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",36.8,1665837413,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",59.61,7773144000,n/a,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",55.83,16703474655,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BSTI,BEST Inc.,11.01,4063068733,n/a,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/bsti
BGCA,"BGC Partners, Inc.",25.8606,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,41.38,1.10149E+11,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,36.17,96280252047,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",55.05,2336998289,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,343.43,710080332.6,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,6.16,469908639.2,n/a,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,0.458,23822308.49,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,25.61,922410044.5,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",255.49,7604369869,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,39.13,2767509358,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,58.93,3151845121,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
